Orange,Orange County Sheriff,2018,12
Orange,Orange County State Police,2018,802
Orange,Port Jervis City PD,2018,188
Orange,Tuxedo Park Vg PD,2018,11
Orange,Tuxedo Town PD,2018,7
Orange,Walden Vg PD,2018,69
Orange,Wallkill Town PD,2018,588
Orange,Warwick Town PD,2018,129
Orange,Washingtonville Vg PD,2018,40
Orange,Woodbury Town PD,2018,423
Orleans,Albion Vg PD,2018,189
Orleans,County Total,2018,594
Orleans,Holley Vg PD,2018,21
Orleans,Medina Vg PD,2018,108
Orleans,Orleans County Sheriff,2018,184
Orleans,Orleans County State Police,2018,92
Oswego,Central Square Vg PD,2018,52
Oswego,County Total,2018,2030
Oswego,Fulton City PD,2018,404
Oswego,Oswego City PD,2018,491
Oswego,Oswego County Sheriff,2018,364
Oswego,Oswego County State Police,2018,611
Oswego,Phoenix Vg PD,2018,18
Oswego,Pulaski Vg PD,2018,23
Oswego,SUNY Police - Oswego,2018,67
Otsego,Cooperstown Vg PD,2018,5
Otsego,County Total,2018,716
Otsego,Oneonta City PD,2018,224
Otsego,Otsego County Sheriff,2018,40
Otsego,Otsego County State Police,2018,400
Otsego,SUNY Police - Oneonta,2018,47
Putnam,Brewster Vg PD,2018,10
Putnam,Carmel Town PD,2018,149
Putnam,Cold Spring Vg PD,2018,10
Putnam,County Total,2018,502
Putnam,Kent Town PD,2018,52
Putnam,Putnam County MTA,2018,1
Putnam,Putnam County Park PD,2018,1
Putnam,Putnam County Sheriff,2018,168
Putnam,Putnam County State Police,2018,111
Queens,County Total,2018,33135
Rensselaer,County Total,2018,3092
Rensselaer,East Greenbush Town PD,2018,416
Rensselaer,Hoosick Falls Vg PD,2018,42
Rensselaer,Nassau Vg PD,2018,7
Rensselaer,North Greenbush Town PD,2018,165
Rensselaer,Rensselaer City PD,2018,98
Rensselaer,Rensselaer County Park PD,2018,2
Rensselaer,Rensselaer County Sheriff,2018,197
Rensselaer,Rensselaer County State Police,2018,399
Rensselaer,Rensselaer Poly Tech Police,2018,12
Rensselaer,Schodack Town PD,2018,60
Rensselaer,Troy City PD,2018,1694
Richmond,County Total,2018,5738
Rockland,Clarkstown Town PD,2018,1280
Rockland,County Total,2018,2992
Rockland,Haverstraw Town PD,2018,228
Rockland,Orangetown Town PD,2018,145
Rockland,Piermont Vg PD,2018,6
Rockland,Ramapo Town PD,2018,613
Rockland,Rockland County Park PD,2018,12
Rockland,Rockland County Sheriff,2018,34
Rockland,Rockland County State Police,2018,18
Rockland,South Nyack-Grand View PD,2018,36
Rockland,Spring Valley Vg PD,2018,523
Rockland,Stony Point Town PD,2018,56
Rockland,Suffern Vg PD,2018,41
Saratoga,Ballston Spa Vg PD,2018,31
Saratoga,County Total,2018,2578
Saratoga,Mechanicville City PD,2018,52
Saratoga,Saratoga County Park PD,2018,16
Saratoga,Saratoga County Sheriff,2018,1174
Saratoga,Saratoga County State Police,2018,686
Saratoga,Saratoga Springs City PD,2018,531
Saratoga,South Glens Falls Vg PD,2018,60
Saratoga,Stillwater Town PD,2018,14
Saratoga,Waterford Town and Vg PD,2018,14
Schenectady,County Total,2018,4607
Schenectady,Glenville Town PD,2018,313
Schenectady,Niskayuna Town PD,2018,413
Schenectady,Rotterdam Town PD,2018,946
Schenectady,Schenectady City PD,2018,2726
Schenectady,Schenectady County Sheriff,2018,19
Schenectady,Schenectady County State Police,2018,73
Schenectady,Scotia Vg PD,2018,117
Schoharie,Cobleskill Vg PD,2018,129
Schoharie,County Total,2018,295
Schoharie,Schoharie County Sheriff,2018,32
Schoharie,Schoharie County State Police,2018,127
Schoharie,SUNY Police - Cobleskill,2018,7
Schuyler,County Total,2018,60
Schuyler,Schuyler County Park PD,2018,1
Schuyler,Schuyler County Sheriff,2018,23
Schuyler,Schuyler County State Police,2018,17
Schuyler,Watkins Glen Vg PD,2018,19
Seneca,County Total,2018,457
Seneca,Seneca County Park PD,2018,2
Seneca,Seneca County Sheriff,2018,58
Seneca,Seneca County State Police,2018,129
Seneca,Seneca Falls Town PD,2018,207
Seneca,Waterloo Vg PD,2018,61
Steuben,Addison Vg PD,2018,18
Steuben,Bath Vg PD,2018,74
Steuben,Canisteo Vg PD,2018,18
Steuben,Cohocton Town PD,2018,1
Steuben,Corning City PD,2018,296
Steuben,County Total,2018,1016
Steuben,Hammondsport Vg PD,2018,6
Steuben,Hornell City PD,2018,116
Steuben,Painted Post Vg PD,2018,9
Steuben,Steuben County Park PD,2018,1
Steuben,Steuben County Sheriff,2018,76
Steuben,Steuben County State Police,2018,399
Steuben,Wayland Vg PD,2018,2
St Lawrence,Canton Vg PD,2018,32
St Lawrence,County Total,2018,1218
St Lawrence,Massena Vg PD,2018,106
St Lawrence,Norfolk Town PD,2018,4
St Lawrence,Norwood Vg PD,2018,13
St Lawrence,Ogdensburg City PD,2018,427
St Lawrence,Potsdam Vg PD,2018,109
St Lawrence,St Lawrence County Park PD,2018,3
St Lawrence,St Lawrence County Sheriff,2018,51
St Lawrence,St Lawrence County State Police,2018,388
