Genesee,2006,30,84,71,348
Greene,2006,42,40,91,284
Hamilton,2006,8,1,11,18
Herkimer,2006,40,41,50,368
Jefferson,2006,84,56,81,537
Kings,2006,8233,179,21002,2031
Lewis,2006,26,13,18,92
Livingston,2006,23,62,32,351
Madison,2006,15,25,40,281
Monroe,2006,795,438,910,1957
Montgomery,2006,44,29,41,193
Nassau,2006,899,274,1530,2932
New York,2006,7061,171,14848,1449
Niagara,2006,304,141,390,934
Oneida,2006,236,63,464,915
Onondaga,2006,664,167,721,1474
Ontario,2006,100,76,96,326
Orange,2006,634,220,1121,1542
Orleans,2006,48,34,40,148
Oswego,2006,61,80,45,499
Otsego,2006,36,39,51,309
Putnam,2006,53,20,95,386
Queens,2006,3429,317,8172,2836
Rensselaer,2006,180,72,130,594
Richmond,2006,1118,13,1657,654
Rockland,2006,351,112,364,909
Saratoga,2006,121,106,160,891
Schenectady,2006,334,53,255,476
Schoharie,2006,21,19,11,140
Schuyler,2006,11,19,11,73
Seneca,2006,22,30,23,157
Steuben,2006,92,84,49,411
St. Lawrence,2006,122,65,72,441
Suffolk,2006,1368,499,3935,4330
Sullivan,2006,132,57,195,319
Tioga,2006,28,34,22,111
Tompkins,2006,43,43,66,267
Ulster,2006,219,162,456,1196
Unknown-NonNYS,2006,9,4,10,3
Warren,2006,46,79,81,496
Washington,2006,48,43,46,283
Wayne,2006,109,54,115,284
Westchester,2006,1309,265,2222,2260
Wyoming,2006,33,32,27,168
Yates,2006,2,20,14,62
Albany,2005,720,155,746,1410
Allegany,2005,20,30,27,265
Bronx,2005,7083,93,18284,1001
Broome,2005,322,135,247,565
Cattaraugus,2005,56,70,70,378
Cayuga,2005,76,28,30,235
Chautauqua,2005,224,128,132,667
Chemung,2005,109,85,151,387
Chenango,2005,14,35,16,233
Clinton,2005,71,74,40,376
Columbia,2005,38,38,101,231
Cortland,2005,30,35,29,241
Delaware,2005,22,36,20,239
Dutchess,2005,251,195,255,1241
Erie,2005,1210,439,2668,2759
Essex,2005,22,29,25,270
Franklin,2005,44,31,22,207
Fulton,2005,59,48,30,322
Genesee,2005,37,70,50,314
Greene,2005,27,50,51,299
Hamilton,2005,0,2,4,22
Herkimer,2005,19,30,46,284
Jefferson,2005,82,43,75,506
Kings,2005,7501,162,19052,1716
Lewis,2005,9,21,19,103
Livingston,2005,23,41,49,348
Madison,2005,25,31,49,275
Monroe,2005,709,417,830,1957
Montgomery,2005,47,29,43,177
Nassau,2005,943,261,1273,3055
New York,2005,7432,129,14258,1190
Niagara,2005,207,125,295,905
Oneida,2005,227,63,381,859
Onondaga,2005,565,184,674,1516
Ontario,2005,43,80,64,332
Orange,2005,599,213,1056,1496
Orleans,2005,55,23,41,157
Oswego,2005,38,77,51,499
Otsego,2005,38,49,34,298
Putnam,2005,75,15,70,374
Queens,2005,3056,294,7295,2578
Rensselaer,2005,214,69,115,546
Richmond,2005,814,15,1434,611
Rockland,2005,321,116,245,833
Saratoga,2005,77,134,106,932
Schenectady,2005,230,64,216,465
Schoharie,2005,21,18,30,167
Schuyler,2005,9,10,3,80
Seneca,2005,17,38,16,153
Steuben,2005,145,69,66,431
St. Lawrence,2005,78,57,76,413
Suffolk,2005,1314,477,3245,4115
Sullivan,2005,134,83,168,301
Tioga,2005,13,38,27,129
Tompkins,2005,43,28,49,294
Ulster,2005,180,167,344,1333
Unknown-NonNYS,2005,6,1,6,0
Warren,2005,44,79,75,506
Washington,2005,30,38,42,314
Wayne,2005,44,78,90,264
Westchester,2005,1160,225,2167,2299
Wyoming,2005,15,28,22,150
Yates,2005,7,18,3,88
Albany,2004,717,111,553,1169
Allegany,2004,31,40,23,247
Bronx,2004,6507,119,17505,1338
Broome,2004,333,117,229,591
Cattaraugus,2004,48,73,61,328
Cayuga,2004,110,30,33,241
Chautauqua,2004,192,129,127,596
Chemung,2004,107,85,135,382
Chenango,2004,18,31,34,244
Clinton,2004,73,67,54,411
Columbia,2004,28,40,124,311
Cortland,2004,20,29,32,240
Delaware,2004,22,25,17,211
Dutchess,2004,223,164,296,1224
Erie,2004,1165,419,2512,2717
Essex,2004,47,24,41,259
Franklin,2004,94,30,37,233
Fulton,2004,20,46,28,342
Genesee,2004,38,57,71,358
Greene,2004,26,40,54,313
Hamilton,2004,10,3,8,29
Herkimer,2004,33,39,28,264
Jefferson,2004,74,53,86,587
Kings,2004,5242,144,16978,1314
Lewis,2004,6,15,13,103
Livingston,2004,25,37,51,348
Madison,2004,19,28,35,310
Monroe,2004,784,411,870,2079
Montgomery,2004,43,31,22,179
Nassau,2004,859,269,1307,3393
New York,2004,9001,134,16392,1046
Niagara,2004,189,120,188,735
Oneida,2004,239,63,427,913
Onondaga,2004,578,157,648,1331
Ontario,2004,41,91,50,299
Orange,2004,526,170,777,1575
Orleans,2004,29,23,18,108
Oswego,2004,42,89,60,533
Otsego,2004,40,31,39,369
Putnam,2004,50,22,80,411
Queens,2004,2802,251,6502,2091
Rensselaer,2004,209,65,105,572
Richmond,2004,569,12,1349,628
Rockland,2004,287,86,257,748
Saratoga,2004,92,109,118,882
Schenectady,2004,225,53,154,395
Schoharie,2004,8,15,15,172
Schuyler,2004,13,22,9,62
Seneca,2004,20,33,18,157
Steuben,2004,57,84,64,382
St. Lawrence,2004,101,54,46,474
Suffolk,2004,1136,482,3530,3874
Sullivan,2004,104,58,159,355
Tioga,2004,14,37,28,174
Tompkins,2004,24,43,46,310
Ulster,2004,155,140,299,1110
Unknown-NonNYS,2004,9,2,0,0
Unknown NYC county,2004,0,0,0,0
Warren,2004,40,53,65,501
Washington,2004,50,46,30,321
Wayne,2004,76,80,80,363
Westchester,2004,1154,187,1960,2097
Wyoming,2004,17,32,22,168
Yates,2004,9,17,5,71
Albany,2003,726,93,535,1232
Allegany,2003,22,34,10,207
Bronx,2003,6750,75,18029,618
Broome,2003,305,107,193,506
Cattaraugus,2003,20,58,54,349
Cayuga,2003,66,28,28,260
Chautauqua,2003,186,112,124,649
Chemung,2003,56,64,121,317
Chenango,2003,19,23,30,237
Clinton,2003,97,46,43,386
Columbia,2003,30,31,92,272
Cortland,2003,28,37,33,293
Delaware,2003,12,26,22,222
Dutchess,2003,216,146,237,1175
Erie,2003,1156,503,2437,2635
Essex,2003,26,26,26,286
Franklin,2003,77,30,31,226
Fulton,2003,20,37,25,330
Genesee,2003,28,47,46,297
Greene,2003,25,38,61,319
Hamilton,2003,1,4,3,30
Herkimer,2003,33,31,25,283
Jefferson,2003,104,47,88,537
Kings,2003,4128,93,21586,1018
Lewis,2003,3,15,8,106
Livingston,2003,17,35,45,297
Madison,2003,25,19,43,364
Monroe,2003,809,398,875,1992
Montgomery,2003,46,25,44,157
Nassau,2003,836,249,1228,2812
New York,2003,8891,101,16177,852
Niagara,2003,158,118,194,769
Oneida,2003,167,54,347,912
Onondaga,2003,457,132,652,1304
Ontario,2003,55,74,48,286
Orange,2003,474,201,697,1477
Orleans,2003,45,26,28,126
Oswego,2003,51,72,42,460
Otsego,2003,34,36,48,351
Putnam,2003,63,17,72,370
Queens,2003,2054,170,10164,1458
Rensselaer,2003,177,50,111,457
Richmond,2003,511,5,1949,501
Rockland,2003,311,74,231,654
Saratoga,2003,98,120,159,1007
Schenectady,2003,237,63,169,370
Schoharie,2003,13,24,16,191
Schuyler,2003,3,19,8,98
Seneca,2003,23,31,16,168
Steuben,2003,46,85,49,370
St. Lawrence,2003,69,49,29,422
Suffolk,2003,962,520,3586,4210
Sullivan,2003,115,41,164,300
Tioga,2003,22,28,23,202
Tompkins,2003,29,32,49,291
Ulster,2003,186,113,306,1082
Unknown-NonNYS,2003,7,1,0,1
Warren,2003,42,57,65,532
Washington,2003,28,29,29,327
Wayne,2003,61,95,89,352
Westchester,2003,997,143,1688,2166
Wyoming,2003,22,20,11,155
Yates,2003,5,17,3,84
Albany,2002,645,127,523,1206
Allegany,2002,18,33,11,198
Bronx,2002,7578,73,17604,513
Broome,2002,380,140,201,578
Cattaraugus,2002,20,53,58,348
Cayuga,2002,56,23,25,253
Chautauqua,2002,140,124,110,764
Chemung,2002,77,76,115,311
Chenango,2002,7,24,17,230
Clinton,2002,71,71,41,402
Columbia,2002,45,36,91,162
Cortland,2002,14,31,33,330
Delaware,2002,27,35,26,238
Dutchess,2002,219,152,251,1053
Erie,2002,1366,422,2282,2546
Essex,2002,19,26,15,266
Franklin,2002,48,37,37,228
Fulton,2002,38,30,38,312
Genesee,2002,26,52,29,280
Greene,2002,36,39,47,300
Hamilton,2002,1,3,4,34
Herkimer,2002,36,36,31,291
Jefferson,2002,85,68,66,551
Kings,2002,5753,134,24200,851
Lewis,2002,6,13,9,112
Livingston,2002,14,30,26,294
Madison,2002,31,7,43,291
Monroe,2002,1033,427,1091,1958
Montgomery,2002,31,36,27,210
Nassau,2002,882,230,1088,2743
New York,2002,11108,149,20281,673
Niagara,2002,202,69,125,671
Oneida,2002,171,23,267,886
Onondaga,2002,535,137,636,1225
Ontario,2002,79,76,95,289
Orange,2002,488,194,673,1408
Orleans,2002,26,34,7,136
Oswego,2002,43,83,36,467
Otsego,2002,34,35,39,290
Putnam,2002,37,15,123,279
Queens,2002,2354,205,10550,1271
Rensselaer,2002,159,55,92,554
Richmond,2002,746,7,2187,461
Rockland,2002,208,72,250,558
Saratoga,2002,84,108,113,890
Schenectady,2002,247,57,126,393
Schoharie,2002,14,20,15,164
Schuyler,2002,8,17,5,98
Seneca,2002,13,35,14,162
Steuben,2002,23,100,31,443
St. Lawrence,2002,121,67,41,588
Suffolk,2002,934,556,3138,3961
Sullivan,2002,89,51,127,304
Tioga,2002,8,43,27,192
Tompkins,2002,45,27,68,288
Ulster,2002,174,135,274,880
Unknown-NonNYS,2002,9,1,0,2
Warren,2002,43,74,64,523
Washington,2002,19,39,26,298
Wayne,2002,34,100,94,309
Westchester,2002,839,188,1452,2129
Wyoming,2002,20,34,12,195
Yates,2002,15,16,10,60
Albany,2001,598,116,897,1148
Allegany,2001,11,32,20,242
Bronx,2001,7734,72,16197,514
Broome,2001,325,142,215,573
Cattaraugus,2001,26,51,41,338
Cayuga,2001,56,24,28,224
Chautauqua,2001,94,119,84,746
Chemung,2001,54,69,87,356
Chenango,2001,9,34,12,183
Clinton,2001,49,55,58,341
Columbia,2001,47,54,124,205
Cortland,2001,25,28,34,265
Delaware,2001,14,30,30,254
Dutchess,2001,204,153,214,1137
Erie,2001,1259,391,2265,2608
Essex,2001,6,21,11,184
Franklin,2001,33,22,18,233
Fulton,2001,5,49,11,369
Genesee,2001,21,60,55,291
Greene,2001,28,34,34,306
Hamilton,2001,3,2,4,34
Herkimer,2001,31,32,29,277
Jefferson,2001,70,58,56,551
Kings,2001,7098,186,26139,891
Lewis,2001,5,11,9,115
Livingston,2001,22,25,27,274
Madison,2001,9,7,11,275
Monroe,2001,991,494,869,2039
Montgomery,2001,47,31,26,187
Nassau,2001,941,244,1066,2633
New York,2001,10355,191,20854,572
Niagara,2001,158,66,145,652
Oneida,2001,188,20,299,821
Onondaga,2001,534,156,697,1306
Ontario,2001,49,130,114,354
Orange,2001,445,229,648,1602
Orleans,2001,52,31,26,93
Oswego,2001,60,77,29,438
Otsego,2001,8,30,25,283
Putnam,2001,34,12,55,277
Queens,2001,2364,183,9580,1083
Rensselaer,2001,154,65,119,590
Richmond,2001,926,3,1780,397
Rockland,2001,187,69,212,547
Saratoga,2001,68,85,90,881
Schenectady,2001,231,49,125,338
Schoharie,2001,14,23,13,161
Schuyler,2001,3,15,3,85
Seneca,2001,9,25,6,129
Steuben,2001,44,96,30,499
St. Lawrence,2001,81,68,35,598
Suffolk,2001,742,507,2571,3493
Sullivan,2001,100,63,139,345
Tioga,2001,15,49,14,247
Tompkins,2001,20,32,58,350
Ulster,2001,166,115,267,873
Unknown-NonNYS,2001,11,0,1,6
Unknown NYC county,2001,0,0,0,0
Warren,2001,30,61,32,464
Washington,2001,33,59,31,354
Wayne,2001,42,86,76,315
Westchester,2001,737,177,1457,1981
Wyoming,2001,17,32,12,159
Yates,2001,1,12,4,78
Albany,2000,460,138,872,1279
Allegany,2000,27,27,18,210
Bronx,2000,8784,52,24996,457
Broome,2000,373,155,242,621
Cattaraugus,2000,35,50,52,346
Cayuga,2000,38,22,26,305
Chautauqua,2000,96,128,73,746
Chemung,2000,101,111,90,426
Chenango,2000,12,31,21,180
Clinton,2000,33,83,44,330
Columbia,2000,51,47,85,227
Cortland,2000,15,50,32,277
Delaware,2000,31,21,19,279
Dutchess,2000,235,150,228,1067
Erie,2000,1174,335,2332,2710
Essex,2000,17,24,12,193
Franklin,2000,28,43,17,281
Fulton,2000,22,46,12,448
Genesee,2000,23,49,45,328
Greene,2000,19,49,28,285
Hamilton,2000,1,4,4,30
Herkimer,2000,31,23,37,270
Jefferson,2000,84,69,56,583
Kings,2000,8553,153,29471,952
Lewis,2000,1,11,0,101
Livingston,2000,24,44,22,278
Madison,2000,7,5,24,288
Monroe,2000,1206,580,1056,2310
Montgomery,2000,28,32,42,227
Nassau,2000,814,261,1046,2462
New York,2000,12837,189,27560,665
Niagara,2000,143,51,169,772
Oneida,2000,167,27,175,789
Onondaga,2000,520,164,672,1455
Ontario,2000,42,109,88,367
Orange,2000,457,246,652,1602
Orleans,2000,32,26,22,170
Oswego,2000,50,59,24,405
Otsego,2000,10,29,15,319
Putnam,2000,43,13,54,352
Queens,2000,3521,195,11607,1030
Rensselaer,2000,142,89,126,614
Richmond,2000,1443,6,2353,339
Rockland,2000,182,76,222,585
Saratoga,2000,65,112,99,803
Schenectady,2000,224,69,169,291
Schoharie,2000,23,25,13,149
Schuyler,2000,2,37,5,91
Seneca,2000,6,25,13,145
Steuben,2000,43,105,34,534
St. Lawrence,2000,58,69,40,540
Suffolk,2000,953,528,2799,3917
Sullivan,2000,116,58,138,332
Tioga,2000,10,44,6,163
Tompkins,2000,31,37,67,352
Ulster,2000,118,127,287,854
Unknown-NonNYS,2000,11,1,0,1
Warren,2000,44,69,23,454
Washington,2000,25,49,18,297
Wayne,2000,57,119,92,381
Westchester,2000,722,197,1339,2115
Wyoming,2000,7,38,8,188
Yates,2000,5,18,3,53
Albany,1999,556,117,1028,1227
Allegany,1999,18,24,19,193
Bronx,1999,9525,32,17854,577
Broome,1999,315,142,212,698
Cattaraugus,1999,29,56,57,365
Cayuga,1999,52,27,24,254
Chautauqua,1999,119,145,90,631
Chemung,1999,83,102,84,349
Chenango,1999,4,30,13,175
Clinton,1999,31,68,28,384
Columbia,1999,37,36,66,213
Cortland,1999,23,35,24,322
Delaware,1999,12,37,12,219
Dutchess,1999,207,134,265,944
Erie,1999,1395,292,2773,2576
Essex,1999,18,23,12,198
Franklin,1999,28,37,14,327
Fulton,1999,43,50,21,355
Genesee,1999,26,59,26,271
Greene,1999,37,47,38,230
Hamilton,1999,1,5,3,38
Herkimer,1999,25,24,15,272
Jefferson,1999,103,79,91,572
Kings,1999,8538,207,19971,959
Lewis,1999,1,19,1,98
Livingston,1999,9,34,22,307
Madison,1999,18,5,29,264
Monroe,1999,1334,470,1101,2749
Montgomery,1999,66,42,49,232
Nassau,1999,882,270,992,2557
New York,1999,14108,173,24123,596
Niagara,1999,204,67,205,733
Oneida,1999,207,46,270,830
Onondaga,1999,554,190,805,1434
Ontario,1999,52,112,81,384
Orange,1999,453,221,651,1395
Orleans,1999,20,55,27,203
Oswego,1999,46,61,31,426
Otsego,1999,6,30,26,342
Putnam,1999,66,21,49,382
Queens,1999,3479,206,9336,966
Rensselaer,1999,160,64,165,649
Richmond,1999,1647,5,1789,369
Rockland,1999,194,70,276,568
Saratoga,1999,43,111,51,745
Schenectady,1999,215,71,222,359
Schoharie,1999,7,18,6,132
Schuyler,1999,2,25,3,72
Seneca,1999,11,30,22,119
Steuben,1999,63,135,36,450
St. Lawrence,1999,63,63,38,497
Suffolk,1999,1167,543,2828,4049
Sullivan,1999,60,42,118,294
Tioga,1999,20,35,16,235
Tompkins,1999,27,37,77,389
Ulster,1999,180,142,261,931
Unknown-NonNYS,1999,14,2,1,1
Warren,1999,20,86,25,413
Washington,1999,16,39,17,361
Wayne,1999,48,82,66,295
Westchester,1999,782,164,1473,1853
Wyoming,1999,18,32,17,150
Yates,1999,1,15,1,61
Albany,1998,702,118,933,1191
Allegany,1998,16,27,11,226
Bronx,1998,11832,44,16943,613
Broome,1998,299,128,203,698
Cattaraugus,1998,34,73,42,399
Cayuga,1998,60,24,28,300
Chautauqua,1998,150,118,88,749
Chemung,1998,92,117,52,407
Chenango,1998,7,30,13,204
Clinton,1998,43,66,27,377
Columbia,1998,39,31,53,194
Cortland,1998,8,15,12,244
Delaware,1998,10,30,15,193
Dutchess,1998,198,136,245,842
Erie,1998,1534,312,2676,2559
Essex,1998,7,24,9,195
Franklin,1998,49,39,16,268
Fulton,1998,23,34,32,296
Genesee,1998,32,59,23,317
Greene,1998,20,34,31,257
Hamilton,1998,2,5,0,32
Herkimer,1998,26,33,6,285
Jefferson,1998,68,98,103,591
Kings,1998,10360,290,20253,1215
Lewis,1998,11,22,1,85
Livingston,1998,26,34,25,262
Madison,1998,14,7,17,271
Monroe,1998,1360,506,1058,2669
Montgomery,1998,49,28,50,213
Nassau,1998,954,299,1112,3766
New York,1998,15105,184,28143,692
Niagara,1998,174,83,198,626
Oneida,1998,174,28,217,862
Onondaga,1998,772,201,951,1528
Ontario,1998,44,121,72,413
Orange,1998,536,225,681,1300
Orleans,1998,38,38,23,223
Oswego,1998,40,65,19,478
Otsego,1998,14,42,23,381
Putnam,1998,56,17,49,367
Queens,1998,4274,214,9593,1280
Rensselaer,1998,165,51,118,530
Richmond,1998,1174,3,2182,438
Rockland,1998,314,77,188,537
Saratoga,1998,60,95,69,701
Schenectady,1998,311,88,329,441
Schoharie,1998,7,24,17,153
Schuyler,1998,3,17,9,87
Seneca,1998,19,35,14,130
Steuben,1998,64,123,38,464
St. Lawrence,1998,49,76,44,503
Suffolk,1998,1179,562,2402,5025
Sullivan,1998,76,48,89,320
Tioga,1998,10,79,25,257
Tompkins,1998,39,34,81,365
Ulster,1998,190,139,330,930
Unknown-NonNYS,1998,10,0,0,2
Unknown NYC county,1998,3,0,1,0
Warren,1998,28,69,13,384
Washington,1998,18,46,12,392
Wayne,1998,84,85,89,309
Westchester,1998,621,206,1535,1973
Wyoming,1998,13,31,23,255
Yates,1998,7,24,1,66
Albany,1997,672,153,875,1162
Allegany,1997,22,26,10,215
Bronx,1997,10867,46,11796,762
Broome,1997,284,106,179,684
Cattaraugus,1997,39,67,43,370
Cayuga,1997,62,30,48,288
Chautauqua,1997,128,127,67,761
Chemung,1997,64,104,47,387
Chenango,1997,9,26,7,188
Clinton,1997,80,59,33,409
Columbia,1997,76,50,72,180
Cortland,1997,7,14,22,246
Delaware,1997,7,27,14,214
Dutchess,1997,254,124,219,865
Erie,1997,1646,353,3453,2588
Essex,1997,16,19,8,156
Franklin,1997,39,45,28,234
Fulton,1997,20,24,17,235
Genesee,1997,32,65,26,316
Greene,1997,35,32,41,269
Hamilton,1997,1,2,3,30
Herkimer,1997,26,32,14,270
Jefferson,1997,60,68,34,614
Kings,1997,9825,287,16385,1262
Lewis,1997,3,14,3,72
Livingston,1997,25,26,22,300
Madison,1997,20,6,27,245
Monroe,1997,1000,431,945,2219
Montgomery,1997,41,23,40,228
Nassau,1997,1054,368,1320,4121
New York,1997,13651,131,23275,781
Niagara,1997,149,74,168,655
Oneida,1997,173,18,214,870
Onondaga,1997,621,198,719,1398
Ontario,1997,45,115,77,422
Orange,1997,523,229,711,1226
Orleans,1997,40,41,11,208
Oswego,1997,51,46,33,408
Otsego,1997,22,33,23,334
Putnam,1997,56,15,53,375
Queens,1997,3476,180,7532,1211
Rensselaer,1997,193,66,99,545
Richmond,1997,845,2,1311,540
Rockland,1997,302,62,193,528
Saratoga,1997,54,98,50,693
Schenectady,1997,204,77,288,448
Schoharie,1997,3,30,6,125
Schuyler,1997,3,17,6,100
Seneca,1997,8,24,25,121
Steuben,1997,57,95,39,441
St. Lawrence,1997,37,79,29,485
Suffolk,1997,1011,575,2324,5320
Sullivan,1997,71,54,94,299
Tioga,1997,12,58,17,178
Tompkins,1997,53,46,90,298
Ulster,1997,179,146,235,861
Unknown-NonNYS,1997,11,1,0,0
Unknown NYC county,1997,4,0,0,0
Warren,1997,22,48,14,341
Washington,1997,35,46,24,360
Wayne,1997,62,108,82,328
Westchester,1997,721,175,1580,1992
Wyoming,1997,17,35,11,214
Yates,1997,3,20,8,72
Albany,1996,567,139,769,1058
Allegany,1996,19,35,16,218
Bronx,1996,12022,52,10753,861
Broome,1996,281,120,262,632
Cattaraugus,1996,34,57,41,385
Cayuga,1996,59,19,56,280
Chautauqua,1996,128,120,68,723
Chemung,1996,95,93,61,444
Chenango,1996,13,25,4,197
Clinton,1996,23,67,30,438
Columbia,1996,82,36,69,190
Cortland,1996,17,2,24,283
Delaware,1996,14,31,14,247
Dutchess,1996,294,167,254,909
Erie,1996,1634,292,2949,2567
Essex,1996,4,22,6,165
Franklin,1996,16,30,23,236
Fulton,1996,25,37,17,271
Genesee,1996,22,75,32,283
Greene,1996,32,31,30,252
Hamilton,1996,0,2,0,42
Herkimer,1996,19,47,19,276
Jefferson,1996,62,61,39,520
Kings,1996,10770,140,13682,1306
Lewis,1996,2,18,0,78
Livingston,1996,19,26,13,277
Madison,1996,24,7,6,283
Monroe,1996,997,368,1083,2080
Montgomery,1996,62,27,85,273
Nassau,1996,1031,390,1101,4096
New York,1996,14012,207,21191,894
Niagara,1996,220,78,213,883
Oneida,1996,166,24,236,1013
Onondaga,1996,747,206,797,1651
Ontario,1996,68,127,56,456
Orange,1996,516,194,653,1290
Orleans,1996,20,40,11,190
Oswego,1996,37,53,30,504
Otsego,1996,35,35,28,366
Putnam,1996,69,23,78,298
Queens,1996,4111,180,5268,1154
Rensselaer,1996,118,60,102,462
Richmond,1996,865,0,908,420
Rockland,1996,256,53,228,464
Saratoga,1996,57,109,44,776
Schenectady,1996,179,47,198,432
Schoharie,1996,9,15,17,163
Schuyler,1996,4,25,9,111
Seneca,1996,13,22,12,129
Steuben,1996,31,110,23,381
St. Lawrence,1996,24,69,34,538
Suffolk,1996,1079,500,2172,5271
Sullivan,1996,59,47,77,293
Tioga,1996,19,34,25,183
Tompkins,1996,47,44,53,315
Ulster,1996,158,134,355,768
Unknown-NonNYS,1996,14,1,0,0
Unknown NYC county,1996,4,0,0,1
Warren,1996,35,65,22,335
Washington,1996,21,42,12,395
Wayne,1996,112,115,124,380
Westchester,1996,614,178,1370,1925
Wyoming,1996,13,19,29,182
Yates,1996,1,22,2,96
Albany,1995,663,145,970,1087
Allegany,1995,15,35,7,245
Bronx,1995,11586,17,11315,1116
Broome,1995,294,130,389,550
Cattaraugus,1995,48,60,24,417
Cayuga,1995,56,33,65,293
Chautauqua,1995,127,128,54,691
Chemung,1995,93,104,64,396
Chenango,1995,3,24,7,158
Clinton,1995,46,74,37,469
Columbia,1995,76,36,61,228
Cortland,1995,18,7,17,290
Delaware,1995,8,28,19,277
Dutchess,1995,327,167,202,933
Erie,1995,1476,331,2512,2796
Essex,1995,9,21,10,213
Franklin,1995,14,29,15,240
Fulton,1995,41,32,13,264
Genesee,1995,27,60,26,349
Greene,1995,30,27,36,289
Hamilton,1995,0,5,2,26
Herkimer,1995,21,28,6,321
Jefferson,1995,72,83,54,611
Kings,1995,9124,62,11313,1398
Lewis,1995,6,17,1,105
Livingston,1995,5,23,13,345
Madison,1995,19,8,18,289
Monroe,1995,840,377,940,1914
Montgomery,1995,36,39,29,283
Nassau,1995,904,366,1131,3417
New York,1995,14958,100,22321,1113
Niagara,1995,231,63,139,854
Oneida,1995,251,50,130,1035
Onondaga,1995,795,173,680,1452
Ontario,1995,58,111,46,469
Orange,1995,389,191,684,1209
Orleans,1995,17,36,17,178
Oswego,1995,30,56,25,477
Otsego,1995,19,27,21,279
Putnam,1995,99,25,68,372
Queens,1995,3730,34,5193,1767
Rensselaer,1995,145,56,108,506
Richmond,1995,783,0,838,382
Rockland,1995,215,73,333,484
Saratoga,1995,56,108,44,843
Schenectady,1995,118,42,177,408
Schoharie,1995,15,19,22,145
Schuyler,1995,8,18,6,65
Seneca,1995,5,29,15,144
Steuben,1995,30,81,32,360
St. Lawrence,1995,44,55,34,477
Suffolk,1995,1136,441,1932,4452
Sullivan,1995,55,54,89,335
Tioga,1995,11,43,9,181
Tompkins,1995,60,37,52,345
Ulster,1995,196,130,320,870
Unknown-NonNYS,1995,21,2,0,2
Unknown NYC county,1995,5,0,0,0
Warren,1995,28,45,23,377
Washington,1995,18,46,18,449
Wayne,1995,66,120,97,357
Westchester,1995,778,208,1217,1918
Wyoming,1995,7,39,19,237
Yates,1995,6,23,5,99
Albany,1994,634,132,828,1165
Allegany,1994,6,37,11,242
Bronx,1994,12165,9,8393,1073
Broome,1994,231,128,375,624
Cattaraugus,1994,34,66,17,366
Cayuga,1994,38,29,38,250
Chautauqua,1994,116,98,35,735
Chemung,1994,71,54,36,374
Chenango,1994,7,31,11,228
Clinton,1994,20,59,32,435
Columbia,1994,38,48,37,213
Cortland,1994,8,4,23,312
Delaware,1994,8,21,4,297
Dutchess,1994,337,179,273,1313
Erie,1994,1559,297,2451,2987
Essex,1994,11,15,9,190
Franklin,1994,6,29,13,270
Fulton,1994,8,27,12,220
Genesee,1994,18,59,19,320
Greene,1994,28,38,30,244
Hamilton,1994,0,3,0,35
Herkimer,1994,24,40,21,321
Jefferson,1994,62,87,53,717
Kings,1994,9205,41,10197,1515
Lewis,1994,6,24,14,111
Livingston,1994,4,19,12,416
Madison,1994,21,17,10,328
Monroe,1994,934,362,839,1784
Montgomery,1994,21,30,27,285
Nassau,1994,1051,327,1116,3596
New York,1994,14744,45,17410,1333
Niagara,1994,203,60,163,920
Oneida,1994,201,45,138,1112
Onondaga,1994,769,171,656,1557
Ontario,1994,62,133,35,473
Orange,1994,427,215,722,1311
Orleans,1994,48,51,7,214
Oswego,1994,23,76,19,607
Otsego,1994,12,35,14,326
Putnam,1994,87,19,75,456
Queens,1994,4092,32,4483,1322
Rensselaer,1994,146,61,103,550
Richmond,1994,629,0,665,391
Rockland,1994,188,77,316,539
Saratoga,1994,45,111,48,880
Schenectady,1994,104,38,117,404
Schoharie,1994,6,25,19,211
Schuyler,1994,2,21,5,104
Seneca,1994,5,32,16,131
Steuben,1994,29,78,38,355
St. Lawrence,1994,29,82,109,458
Suffolk,1994,1228,302,1619,4557
Sullivan,1994,83,70,104,395
Tioga,1994,5,36,24,184
Tompkins,1994,43,18,108,283
Ulster,1994,222,140,369,900
Unknown-NonNYS,1994,17,1,0,0
Unknown NYC county,1994,4,0,0,0
Warren,1994,24,38,41,467
Washington,1994,20,23,10,372
Wayne,1994,78,77,56,337
Westchester,1994,834,168,1393,2040
Wyoming,1994,6,38,6,192
Yates,1994,4,25,3,93
Albany,1993,674,149,742,1301
Allegany,1993,12,28,7,228
Bronx,1993,10190,7,5804,944
Broome,1993,222,110,278,653
Cattaraugus,1993,16,73,16,399
Cayuga,1993,64,20,32,256
Chautauqua,1993,91,94,74,748
Chemung,1993,65,67,36,391
Chenango,1993,4,27,9,258
Clinton,1993,23,72,41,519
Columbia,1993,62,30,28,182
Cortland,1993,8,4,9,341
Delaware,1993,9,28,7,290
Dutchess,1993,330,199,229,1304
Erie,1993,1552,260,2716,2923
Essex,1993,8,23,10,192
Franklin,1993,16,55,14,347
Fulton,1993,11,27,18,272
Genesee,1993,17,44,27,286
Greene,1993,40,44,38,311
Hamilton,1993,0,7,3,45
Herkimer,1993,36,34,9,389
Jefferson,1993,41,96,64,742
Kings,1993,8593,13,6761,1526
Lewis,1993,7,17,1,134
Livingston,1993,27,28,24,405
Madison,1993,14,11,11,300
Monroe,1993,833,353,678,1677
