2012,ALBANY,FEMALE,18
2012,ALBANY,FEMALE,20
2012,ALBANY,FEMALE,21
2012,ALBANY,FEMALE,21
2012,ALBANY,FEMALE,22
2012,ALBANY,FEMALE,22
2012,ALBANY,FEMALE,22
2012,ALBANY,FEMALE,22
2012,ALBANY,FEMALE,23
2012,ALBANY,FEMALE,23
2012,ALBANY,FEMALE,23
2012,ALBANY,FEMALE,24
2012,ALBANY,FEMALE,24
2012,ALBANY,FEMALE,24
2012,ALBANY,FEMALE,24
2012,ALBANY,FEMALE,24
2012,ALBANY,FEMALE,24
2012,ALBANY,FEMALE,24
2012,ALBANY,FEMALE,25
2012,ALBANY,FEMALE,25
2012,ALBANY,FEMALE,26
2012,ALBANY,FEMALE,26
2012,ALBANY,FEMALE,26
2012,ALBANY,FEMALE,28
2012,ALBANY,FEMALE,28
2012,ALBANY,FEMALE,29
2012,ALBANY,FEMALE,29
2012,ALBANY,FEMALE,29
2012,ALBANY,FEMALE,29
2012,ALBANY,FEMALE,29
2012,ALBANY,FEMALE,30
2012,ALBANY,FEMALE,30
2012,ALBANY,FEMALE,30
2012,ALBANY,FEMALE,30
2012,ALBANY,FEMALE,31
2012,ALBANY,FEMALE,32
2012,ALBANY,FEMALE,32
2012,ALBANY,FEMALE,33
2012,ALBANY,FEMALE,34
2012,ALBANY,FEMALE,35
2012,ALBANY,FEMALE,35
2012,ALBANY,FEMALE,37
2012,ALBANY,FEMALE,37
2012,ALBANY,FEMALE,38
2012,ALBANY,FEMALE,40
2012,ALBANY,FEMALE,41
2012,ALBANY,FEMALE,42
2012,ALBANY,FEMALE,42
2012,ALBANY,FEMALE,42
2012,ALBANY,FEMALE,43
2012,ALBANY,FEMALE,43
2012,ALBANY,FEMALE,44
2012,ALBANY,FEMALE,44
2012,ALBANY,FEMALE,45
2012,ALBANY,FEMALE,45
2012,ALBANY,FEMALE,46
2012,ALBANY,FEMALE,46
2012,ALBANY,FEMALE,47
2012,ALBANY,FEMALE,48
2012,ALBANY,FEMALE,48
2012,ALBANY,FEMALE,49
2012,ALBANY,FEMALE,50
2012,ALBANY,FEMALE,52
2012,ALBANY,FEMALE,55
2012,ALBANY,FEMALE,58
2012,ALBANY,FEMALE,60
2012,ALBANY,FEMALE,80
2012,ALBANY,MALE,17
2012,ALBANY,MALE,17
2012,ALBANY,MALE,18
2012,ALBANY,MALE,18
2012,ALBANY,MALE,18
2012,ALBANY,MALE,18
2012,ALBANY,MALE,18
2012,ALBANY,MALE,19
2012,ALBANY,MALE,19
2012,ALBANY,MALE,19
2012,ALBANY,MALE,19
2012,ALBANY,MALE,19
2012,ALBANY,MALE,19
2012,ALBANY,MALE,19
2012,ALBANY,MALE,19
2012,ALBANY,MALE,19
2012,ALBANY,MALE,19
2012,ALBANY,MALE,19
2012,ALBANY,MALE,19
